Method,Power,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
Variance Reduction,1,1000,173391.26155375736,2.573778820037842,52263807456.78181,0.10756215008204499,"1689102.7120939589, 1836006.5023913302, 1268599.2172048562, 1764554.2755327288, 1793506.102477526, 965469.7574697457, 1645800.7504251825, 1199419.0071864966, 1469256.975937578, 1625683.357615506, 1836129.9384471157, 1626788.8086545076, 1539206.8587968384, 1445673.8055502528, 1806506.853992522, 1787425.8569881653, 1742807.667228683, 1699062.6645291746, 1781875.1876567595, 1616280.1751877547"
Variance Reduction,1,2000,119002.08598784562,3.0609110236167907,20483529980.657585,0.07382217603355168,"1685258.0330291104, 1538673.021989988, 1576827.9355905342, 1497135.4103884173, 1618862.4678429526, 1598560.818230118, 1852386.618326985, 1508586.2623182777, 1674012.506205214, 1810719.6950901488, 1712657.8065419386, 1854774.5921604403, 1857470.190438219, 1747672.4974082818, 1747367.3534353215, 1639583.2406380011, 1683689.240596051, 1611827.9665525563, 1347672.2677373176, 1377088.8391485426"
Variance Reduction,1,3000,115022.05011599856,3.6167635202407835,24752295704.185078,0.0713531864665843,"1534810.9109972594, 1776996.4528988802, 1158057.4378488183, 1738109.008285654, 1512336.4429252092, 1653197.6078240534, 1277197.0769287029, 1606189.2446431965, 1627784.3784055552, 1677977.8263549253, 1473387.351793886, 1673330.381501729, 1538267.145537911, 1799650.5416043627, 1747212.6998302862, 1721925.7400821436, 1619777.393050015, 1731502.2828565761, 1644670.076530603, 1660612.2237701705"
Variance Reduction,1,4000,80820.52203846264,4.04882242679596,7956278439.989418,0.05013648925159438,"1723982.610970933, 1627742.837644777, 1699073.3390924942, 1763069.704593995, 1715859.43987508, 1450505.3490063811, 1655110.6245598085, 1793746.6445798252, 1679602.8067558778, 1702292.118920671, 1649473.3809142422, 1531029.7905594094, 1619609.8991959912, 1520155.3483698566, 1496595.5492573616, 1645387.0580997868, 1603979.721302978, 1696524.1658145718, 1745551.202802498, 1621750.365444688"
Importance Sampling,0,5,1689836.75,0.007613444328308105,3842448875242.3267,1.0482793220885729,"2641236.0, 6955427.0, 3428841.0, 433250.0, 228338.0, 554689.0, 3703493.0, 575961.0, 2148209.0, 3690838.0, 240724.0, 326351.0, 281383.0, 4718898.0, 123324.0, 318811.0, 4074004.0, 4414896.0, 703863.0, 1807587.0"
Importance Sampling,0,100,281639.2,0.06388685703277588,119587985169.86002,0.17471306009267934,"2254825.0, 1504917.0, 1173585.0, 1600386.0, 1780229.0, 1395366.0, 1603294.0, 2113743.0, 1534469.0, 1552066.0, 2209561.0, 1695854.0, 1062432.0, 1286515.0, 2090236.0, 1169707.0, 1554638.0, 1330621.0, 1898976.0, 1909316.0"
Importance Sampling,0,500,109928.45,0.37232897281646726,19372364310.3875,0.0681934045074162,"1593614.0, 1665050.0, 1780768.0, 1548843.0, 1513566.0, 1669030.0, 1569733.0, 1506565.0, 1707907.0, 1653712.0, 1693076.0, 1210520.0, 1797718.0, 1864044.0, 1732932.0, 1731923.0, 1691522.0, 1589147.0, 1522985.0, 1510120.0"
Importance Sampling,0,1000,73765.7,0.6310715556144715,7877272082.139999,0.04576007593005006,"1599579.0, 1737225.0, 1715635.0, 1667837.0, 1704503.0, 1596443.0, 1619410.0, 1699277.0, 1571390.0, 1804179.0, 1596197.0, 1606019.0, 1590665.0, 1585746.0, 1685756.0, 1733514.0, 1649095.0, 1647561.0, 1886449.0, 1481048.0"
Importance Sampling,0,2000,58796.7,1.2018104076385498,5187295015.96,0.03647415338614525,"1713555.0, 1579691.0, 1564181.0, 1564194.0, 1707907.0, 1560903.0, 1746361.0, 1701419.0, 1593741.0, 1538377.0, 1655461.0, 1668131.0, 1664483.0, 1638254.0, 1606096.0, 1588185.0, 1440711.0, 1541341.0, 1583421.0, 1617184.0"
Importance Sampling,0,3000,42658.5,1.7444468855857849,2686649264.0600004,0.026462925167958017,"1536567.0, 1622595.0, 1621750.0, 1654384.0, 1681312.0, 1521348.0, 1617972.0, 1589038.0, 1590461.0, 1599047.0, 1596964.0, 1642906.0, 1696923.0, 1540022.0, 1637289.0, 1532839.0, 1535791.0, 1641951.0, 1681838.0, 1620347.0"
